,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,期望伤害
11738,311,0.466,0.466,0.311,0.0,68.0,0.65,0.165,1.32,1.0,1.0,1.0,0.0,4.0,13.0,5.0,20.0,379.0,1.116,0.466,0.9490000000000001,1.82,8663.8453828776
8542,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.462,1.3860000000000001,2.0,1.0,0.0,0.0,4.0,3.0,14.0,21.0,379.0,1.082,0.466,0.935,1.8860000000000001,8662.5529064074
14916,311,0.466,0.466,0.0,0.622,68.0,0.65,0.42900000000000005,0.792,1.0,1.0,0.0,1.0,4.0,13.0,13.0,12.0,379.0,1.116,0.466,0.9020000000000001,1.9140000000000001,8661.45639068496
11556,311,0.466,0.466,0.311,0.0,68.0,0.2,0.198,1.848,1.0,1.0,1.0,0.0,4.0,4.0,6.0,28.0,379.0,0.666,0.466,0.982,2.348,8659.060812047519
8543,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.495,1.32,2.0,1.0,0.0,0.0,4.0,3.0,15.0,20.0,379.0,1.082,0.466,0.968,1.82,8657.380596726398
14918,311,0.466,0.466,0.0,0.622,68.0,0.65,0.495,0.66,1.0,1.0,0.0,1.0,4.0,13.0,15.0,10.0,379.0,1.116,0.466,0.968,1.782,8656.843602568319
14878,311,0.466,0.466,0.0,0.622,68.0,0.55,0.396,0.99,1.0,1.0,0.0,1.0,4.0,11.0,12.0,15.0,379.0,1.016,0.466,0.869,2.112,8656.18357277696
11576,311,0.466,0.466,0.311,0.0,68.0,0.25,0.165,1.848,1.0,1.0,1.0,0.0,4.0,5.0,5.0,28.0,379.0,0.716,0.466,0.9490000000000001,2.348,8656.05193547664
8541,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.42900000000000005,1.452,2.0,1.0,0.0,0.0,4.0,3.0,13.0,22.0,379.0,1.082,0.466,0.9020000000000001,1.952,8654.070318530561
14897,311,0.466,0.466,0.0,0.622,68.0,0.6000000000000001,0.396,0.924,1.0,1.0,0.0,1.0,4.0,12.0,12.0,14.0,379.0,1.066,0.466,0.869,2.0460000000000003,8653.146826226679
11641,311,0.466,0.466,0.311,0.0,68.0,0.4,0.231,1.518,1.0,1.0,1.0,0.0,4.0,8.0,7.0,23.0,379.0,0.8660000000000001,0.466,1.0150000000000001,2.018,8653.08531876
14858,311,0.466,0.466,0.0,0.622,68.0,0.5,0.396,1.056,1.0,1.0,0.0,1.0,4.0,10.0,12.0,16.0,379.0,0.966,0.466,0.869,2.178,8652.11547786924
11620,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.231,1.584,1.0,1.0,1.0,0.0,4.0,7.0,7.0,24.0,379.0,0.8160000000000001,0.466,1.0150000000000001,2.084,8651.29946688
14794,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.42900000000000005,1.1880000000000002,1.0,1.0,0.0,1.0,4.0,7.0,13.0,18.0,379.0,0.8160000000000001,0.466,0.9020000000000001,2.31,8650.233483158401
11739,311,0.466,0.466,0.311,0.0,68.0,0.65,0.198,1.254,1.0,1.0,1.0,0.0,4.0,13.0,6.0,19.0,379.0,1.116,0.466,0.982,1.754,8648.748985404958
11662,311,0.466,0.466,0.311,0.0,68.0,0.45,0.231,1.452,1.0,1.0,1.0,0.0,4.0,9.0,7.0,22.0,379.0,0.916,0.466,1.0150000000000001,1.952,8646.69528864
14730,311,0.466,0.466,0.0,0.622,68.0,0.2,0.495,1.254,1.0,1.0,0.0,1.0,4.0,4.0,15.0,19.0,379.0,0.666,0.466,0.968,2.376,8643.95208504576
11596,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.132,1.848,1.0,1.0,1.0,0.0,4.0,6.0,4.0,28.0,379.0,0.766,0.466,0.916,2.348,8643.444573437759
14915,311,0.466,0.466,0.0,0.622,68.0,0.65,0.396,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,13.0,12.0,13.0,379.0,1.116,0.466,0.869,1.98,8643.0052382184
11599,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.231,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,6.0,7.0,25.0,379.0,0.766,0.466,1.0150000000000001,2.1500000000000004,8641.337733
14837,311,0.466,0.466,0.0,0.622,68.0,0.45,0.396,1.122,1.0,1.0,0.0,1.0,4.0,9.0,12.0,17.0,379.0,0.916,0.466,0.869,2.244,8640.942541503518
11754,311,0.466,0.466,0.311,0.0,68.0,0.7000000000000001,0.132,1.32,1.0,1.0,1.0,0.0,4.0,14.0,4.0,20.0,379.0,1.1660000000000001,0.466,0.916,1.82,8638.241104718401
14751,311,0.466,0.466,0.0,0.622,68.0,0.25,0.462,1.254,1.0,1.0,0.0,1.0,4.0,5.0,14.0,19.0,379.0,0.716,0.466,0.935,2.376,8638.1083859792
14933,311,0.466,0.466,0.0,0.622,68.0,0.7000000000000001,0.42900000000000005,0.726,1.0,1.0,0.0,1.0,4.0,14.0,13.0,11.0,379.0,1.1660000000000001,0.466,0.9020000000000001,1.8479999999999999,8637.515615798722
8568,311,0.932,0.466,0.0,0.0,68.0,0.2,0.462,1.32,2.0,1.0,0.0,0.0,4.0,4.0,14.0,20.0,379.0,1.1320000000000001,0.466,0.935,1.82,8636.447769788001
14934,311,0.466,0.466,0.0,0.622,68.0,0.7000000000000001,0.462,0.66,1.0,1.0,0.0,1.0,4.0,14.0,14.0,10.0,379.0,1.1660000000000001,0.466,0.935,1.782,8635.164254389401
8567,311,0.932,0.466,0.0,0.0,68.0,0.2,0.42900000000000005,1.3860000000000001,2.0,1.0,0.0,0.0,4.0,4.0,13.0,21.0,379.0,1.1320000000000001,0.466,0.9020000000000001,1.8860000000000001,8634.759927162082
8544,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.528,1.254,2.0,1.0,0.0,0.0,4.0,3.0,16.0,19.0,379.0,1.082,0.466,1.0010000000000001,1.754,8633.055067559999
11683,311,0.466,0.466,0.311,0.0,68.0,0.5,0.231,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,10.0,7.0,21.0,379.0,0.966,0.466,1.0150000000000001,1.8860000000000001,8632.12937652
8540,311,0.932,0.466,0.0,0.0,68.0,0.15000000000000002,0.396,1.518,2.0,1.0,0.0,0.0,4.0,3.0,12.0,23.0,379.0,1.082,0.466,0.869,2.018,8631.932833095878
11755,311,0.466,0.466,0.311,0.0,68.0,0.7000000000000001,0.165,1.254,1.0,1.0,1.0,0.0,4.0,14.0,5.0,19.0,379.0,1.1660000000000001,0.466,0.9490000000000001,1.754,8629.904459721722
14919,311,0.466,0.466,0.0,0.622,68.0,0.65,0.528,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,13.0,16.0,9.0,379.0,1.116,0.466,1.0010000000000001,1.7160000000000002,8628.32818512
14932,311,0.466,0.466,0.0,0.622,68.0,0.7000000000000001,0.396,0.792,1.0,1.0,0.0,1.0,4.0,14.0,12.0,12.0,379.0,1.1660000000000001,0.466,0.869,1.9140000000000001,8625.758808752122
8569,311,0.932,0.466,0.0,0.0,68.0,0.2,0.495,1.254,2.0,1.0,0.0,0.0,4.0,4.0,15.0,19.0,379.0,1.1320000000000001,0.466,0.968,1.754,8624.21091075008
11961,311,0.466,0.466,0.311,0.0,85.0,0.4,0.198,1.518,1.0,1.0,1.0,0.0,5.0,8.0,6.0,23.0,396.0,0.8660000000000001,0.466,0.982,2.018,8623.24797105432
11578,311,0.466,0.466,0.311,0.0,68.0,0.25,0.231,1.7160000000000002,1.0,1.0,1.0,0.0,4.0,5.0,7.0,26.0,379.0,0.716,0.466,1.0150000000000001,2.216,8623.20011712
14815,311,0.466,0.466,0.0,0.622,68.0,0.4,0.396,1.1880000000000002,1.0,1.0,0.0,1.0,4.0,8.0,12.0,18.0,379.0,0.8660000000000001,0.466,0.869,2.31,8622.6647636798
14772,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.42900000000000005,1.254,1.0,1.0,0.0,1.0,4.0,6.0,13.0,19.0,379.0,0.766,0.466,0.9020000000000001,2.376,8622.55173909664
11940,311,0.466,0.466,0.311,0.0,85.0,0.35000000000000003,0.198,1.584,1.0,1.0,1.0,0.0,5.0,7.0,6.0,24.0,396.0,0.8160000000000001,0.466,0.982,2.084,8621.99461617216
15119,311,0.466,0.466,0.0,0.622,85.0,0.35000000000000003,0.528,0.924,1.0,1.0,0.0,1.0,5.0,7.0,16.0,14.0,396.0,0.8160000000000001,0.466,1.0010000000000001,2.0460000000000003,8620.613506720001
11555,311,0.466,0.466,0.311,0.0,68.0,0.2,0.165,1.9140000000000001,1.0,1.0,1.0,0.0,4.0,4.0,5.0,29.0,379.0,0.666,0.466,0.9490000000000001,2.414,8620.16265047052
15140,311,0.466,0.466,0.0,0.622,85.0,0.4,0.495,0.924,1.0,1.0,0.0,1.0,5.0,8.0,15.0,14.0,396.0,0.8660000000000001,0.466,0.968,2.0460000000000003,8619.927862272962
8566,311,0.932,0.466,0.0,0.0,68.0,0.2,0.396,1.452,2.0,1.0,0.0,0.0,4.0,4.0,12.0,22.0,379.0,1.1320000000000001,0.466,0.869,1.952,8619.147382872321
14935,311,0.466,0.466,0.0,0.622,68.0,0.7000000000000001,0.495,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,14.0,15.0,9.0,379.0,1.1660000000000001,0.466,0.968,1.7160000000000002,8618.704724524163
15141,311,0.466,0.466,0.0,0.622,85.0,0.4,0.528,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,8.0,16.0,13.0,396.0,0.8660000000000001,0.466,1.0010000000000001,1.98,8618.4008436
11982,311,0.466,0.466,0.311,0.0,85.0,0.45,0.198,1.452,1.0,1.0,1.0,0.0,5.0,9.0,6.0,22.0,396.0,0.916,0.466,0.982,1.952,8616.47260981248
15118,311,0.466,0.466,0.0,0.622,85.0,0.35000000000000003,0.495,0.99,1.0,1.0,0.0,1.0,5.0,7.0,15.0,15.0,396.0,0.8160000000000001,0.466,0.968,2.112,8616.13056128512
15161,311,0.466,0.466,0.0,0.622,85.0,0.45,0.495,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,9.0,15.0,13.0,396.0,0.916,0.466,0.968,1.98,8615.8109094848
14896,311,0.466,0.466,0.0,0.622,68.0,0.6000000000000001,0.363,0.99,1.0,1.0,0.0,1.0,4.0,12.0,11.0,15.0,379.0,1.066,0.466,0.8360000000000001,2.112,8614.702572202237
15097,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.528,0.99,1.0,1.0,0.0,1.0,5.0,6.0,16.0,15.0,396.0,0.766,0.466,1.0010000000000001,2.112,8614.650287839999
11919,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.198,1.6500000000000001,1.0,1.0,1.0,0.0,5.0,6.0,6.0,25.0,396.0,0.766,0.466,0.982,2.1500000000000004,8612.712545166
14877,311,0.466,0.466,0.0,0.622,68.0,0.55,0.363,1.056,1.0,1.0,0.0,1.0,4.0,11.0,11.0,16.0,379.0,1.016,0.466,0.8360000000000001,2.178,8611.85438565056
11960,311,0.466,0.466,0.311,0.0,85.0,0.4,0.165,1.584,1.0,1.0,1.0,0.0,5.0,8.0,5.0,24.0,396.0,0.8660000000000001,0.466,0.9490000000000001,2.084,8611.79533100712
11981,311,0.466,0.466,0.311,0.0,85.0,0.45,0.165,1.518,1.0,1.0,1.0,0.0,5.0,9.0,5.0,23.0,396.0,0.916,0.466,0.9490000000000001,2.018,8611.20854738424
14914,311,0.466,0.466,0.0,0.622,68.0,0.65,0.363,0.924,1.0,1.0,0.0,1.0,4.0,13.0,11.0,14.0,379.0,1.116,0.466,0.8360000000000001,2.0460000000000003,8610.71572140192
11575,311,0.466,0.466,0.311,0.0,68.0,0.25,0.132,1.9140000000000001,1.0,1.0,1.0,0.0,4.0,5.0,4.0,29.0,379.0,0.716,0.466,0.916,2.414,8610.39402142368
11703,311,0.466,0.466,0.311,0.0,68.0,0.55,0.231,1.32,1.0,1.0,1.0,0.0,4.0,11.0,7.0,20.0,379.0,1.016,0.466,1.0150000000000001,1.82,8609.3875824
8592,311,0.932,0.466,0.0,0.0,68.0,0.25,0.42900000000000005,1.32,2.0,1.0,0.0,0.0,4.0,5.0,13.0,20.0,379.0,1.182,0.466,0.9020000000000001,1.82,8608.0748902296
15162,311,0.466,0.466,0.0,0.622,85.0,0.45,0.528,0.792,1.0,1.0,0.0,1.0,5.0,9.0,16.0,12.0,396.0,0.916,0.466,1.0010000000000001,1.9140000000000001,8608.01229848
11756,311,0.466,0.466,0.311,0.0,68.0,0.7000000000000001,0.198,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,14.0,6.0,18.0,379.0,1.1660000000000001,0.466,0.982,1.6880000000000002,8607.45964626912
14949,311,0.466,0.466,0.0,0.622,68.0,0.75,0.42900000000000005,0.66,1.0,1.0,0.0,1.0,4.0,15.0,13.0,10.0,379.0,1.216,0.466,0.9020000000000001,1.782,8606.200195348483
15160,311,0.466,0.466,0.0,0.622,85.0,0.45,0.462,0.924,1.0,1.0,0.0,1.0,5.0,9.0,14.0,14.0,396.0,0.916,0.466,0.935,2.0460000000000003,8605.0878193532
11939,311,0.466,0.466,0.311,0.0,85.0,0.35000000000000003,0.165,1.6500000000000001,1.0,1.0,1.0,0.0,5.0,7.0,5.0,25.0,396.0,0.8160000000000001,0.466,0.9490000000000001,2.1500000000000004,8604.623202612001
15096,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.495,1.056,1.0,1.0,0.0,1.0,5.0,6.0,15.0,16.0,396.0,0.766,0.466,0.968,2.178,8604.419006521279
11770,311,0.466,0.466,0.311,0.0,68.0,0.75,0.132,1.254,1.0,1.0,1.0,0.0,4.0,15.0,4.0,19.0,379.0,1.216,0.466,0.916,1.754,8603.889685524482
15181,311,0.466,0.466,0.0,0.622,85.0,0.5,0.495,0.792,1.0,1.0,0.0,1.0,5.0,10.0,15.0,12.0,396.0,0.966,0.466,0.968,1.9140000000000001,8603.779702920641
15139,311,0.466,0.466,0.0,0.622,85.0,0.4,0.462,0.99,1.0,1.0,0.0,1.0,5.0,8.0,14.0,15.0,396.0,0.8660000000000001,0.466,0.935,2.112,8603.130656870402
12001,311,0.466,0.466,0.311,0.0,85.0,0.5,0.165,1.452,1.0,1.0,1.0,0.0,5.0,10.0,5.0,22.0,396.0,0.966,0.466,0.9490000000000001,1.952,8602.862851743359
8593,311,0.932,0.466,0.0,0.0,68.0,0.25,0.462,1.254,2.0,1.0,0.0,0.0,4.0,5.0,14.0,19.0,379.0,1.182,0.466,0.935,1.754,8602.6981834986
14857,311,0.466,0.466,0.0,0.622,68.0,0.5,0.363,1.122,1.0,1.0,0.0,1.0,4.0,10.0,11.0,17.0,379.0,0.966,0.466,0.8360000000000001,2.244,8602.17116174688
12002,311,0.466,0.466,0.311,0.0,85.0,0.5,0.198,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,10.0,6.0,21.0,396.0,0.966,0.466,0.982,1.8860000000000001,8601.66853244664
14948,311,0.466,0.466,0.0,0.622,68.0,0.75,0.396,0.726,1.0,1.0,0.0,1.0,4.0,15.0,12.0,11.0,379.0,1.216,0.466,0.869,1.8479999999999999,8601.407537827841
15075,311,0.466,0.466,0.0,0.622,85.0,0.25,0.528,1.056,1.0,1.0,0.0,1.0,5.0,5.0,16.0,16.0,396.0,0.716,0.466,1.0010000000000001,2.178,8600.51118696
14729,311,0.466,0.466,0.0,0.622,68.0,0.2,0.462,1.32,1.0,1.0,0.0,1.0,4.0,4.0,14.0,20.0,379.0,0.666,0.466,0.935,2.442,8600.2132633614
14931,311,0.466,0.466,0.0,0.622,68.0,0.7000000000000001,0.363,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,14.0,11.0,13.0,379.0,1.1660000000000001,0.466,0.8360000000000001,1.98,8599.893833249602
15180,311,0.466,0.466,0.0,0.622,85.0,0.5,0.462,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,10.0,14.0,13.0,396.0,0.966,0.466,0.935,1.98,8599.400532166
