,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,期望伤害
11561,311,0.466,0.466,0.311,0.0,68.0,0.2,0.363,1.518,1.0,1.0,1.0,0.0,4.0,4.0,11.0,23.0,379.0,1.162,0.466,0.871,2.018,9774.437877372166
14760,311,0.466,0.466,0.0,0.622,68.0,0.25,0.759,0.66,1.0,1.0,0.0,1.0,4.0,5.0,23.0,10.0,379.0,1.212,0.466,0.956,1.782,9769.61044334675
14758,311,0.466,0.466,0.0,0.622,68.0,0.25,0.6930000000000001,0.792,1.0,1.0,0.0,1.0,4.0,5.0,21.0,12.0,379.0,1.212,0.466,0.8900000000000001,1.9140000000000001,9769.13345252176
11585,311,0.466,0.466,0.311,0.0,68.0,0.25,0.462,1.254,1.0,1.0,1.0,0.0,4.0,5.0,14.0,19.0,379.0,1.212,0.466,0.97,1.754,9761.617233461278
11565,311,0.466,0.466,0.311,0.0,68.0,0.2,0.495,1.254,1.0,1.0,1.0,0.0,4.0,4.0,15.0,19.0,379.0,1.162,0.466,1.0030000000000001,1.754,9761.401408823998
14735,311,0.466,0.466,0.0,0.622,68.0,0.2,0.66,0.924,1.0,1.0,0.0,1.0,4.0,4.0,20.0,14.0,379.0,1.162,0.466,0.857,2.0460000000000003,9759.352719639432
11582,311,0.466,0.466,0.311,0.0,68.0,0.25,0.363,1.452,1.0,1.0,1.0,0.0,4.0,5.0,11.0,22.0,379.0,1.212,0.466,0.871,1.952,9757.32431603635
14761,311,0.466,0.466,0.0,0.622,68.0,0.25,0.792,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,5.0,24.0,9.0,379.0,1.212,0.466,0.9890000000000001,1.7160000000000002,9746.237892922145
14757,311,0.466,0.466,0.0,0.622,68.0,0.25,0.66,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,5.0,20.0,13.0,379.0,1.212,0.466,0.857,1.98,9745.28391127216
11604,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.396,1.32,1.0,1.0,1.0,0.0,4.0,6.0,12.0,20.0,379.0,1.262,0.466,0.9040000000000001,1.82,9741.74291247168
14781,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.726,0.66,1.0,1.0,0.0,1.0,4.0,6.0,22.0,10.0,379.0,1.262,0.466,0.923,1.782,9739.923664226215
14780,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.6930000000000001,0.726,1.0,1.0,0.0,1.0,4.0,6.0,21.0,11.0,379.0,1.262,0.466,0.8900000000000001,1.8479999999999999,9739.680606768321
11605,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.42900000000000005,1.254,1.0,1.0,1.0,0.0,4.0,6.0,13.0,19.0,379.0,1.262,0.466,0.937,1.754,9735.180361108487
11560,311,0.466,0.466,0.311,0.0,68.0,0.2,0.33,1.584,1.0,1.0,1.0,0.0,4.0,4.0,10.0,24.0,379.0,1.162,0.466,0.8380000000000001,2.084,9734.435271598752
11603,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.363,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,6.0,11.0,21.0,379.0,1.262,0.466,0.871,1.8860000000000001,9732.263671613735
11581,311,0.466,0.466,0.311,0.0,68.0,0.25,0.33,1.518,1.0,1.0,1.0,0.0,4.0,5.0,10.0,23.0,379.0,1.212,0.466,0.8380000000000001,2.018,9724.411949111902
14782,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.759,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,6.0,23.0,9.0,379.0,1.262,0.466,0.956,1.7160000000000002,9724.124929462976
14779,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.66,0.792,1.0,1.0,0.0,1.0,4.0,6.0,20.0,12.0,379.0,1.262,0.466,0.857,1.9140000000000001,9723.395757089287
11586,311,0.466,0.466,0.311,0.0,68.0,0.25,0.495,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,5.0,15.0,18.0,379.0,1.212,0.466,1.0030000000000001,1.6880000000000002,9713.267708927999
14734,311,0.466,0.466,0.0,0.622,68.0,0.2,0.627,0.99,1.0,1.0,0.0,1.0,4.0,4.0,19.0,15.0,379.0,1.162,0.466,0.8240000000000001,2.112,9712.799979587327
11606,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.462,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,6.0,14.0,18.0,379.0,1.262,0.466,0.97,1.6880000000000002,9712.57601752416
11602,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.33,1.452,1.0,1.0,1.0,0.0,4.0,6.0,10.0,22.0,379.0,1.262,0.466,0.8380000000000001,1.952,9706.742638534655
14756,311,0.466,0.466,0.0,0.622,68.0,0.25,0.627,0.924,1.0,1.0,0.0,1.0,4.0,5.0,19.0,14.0,379.0,1.212,0.466,0.8240000000000001,2.0460000000000003,9705.693672797823
14802,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.6930000000000001,0.66,1.0,1.0,0.0,1.0,4.0,7.0,21.0,10.0,379.0,1.312,0.466,0.8900000000000001,1.782,9702.107320202882
11625,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.396,1.254,1.0,1.0,1.0,0.0,4.0,7.0,12.0,19.0,379.0,1.312,0.466,0.9040000000000001,1.754,9700.741661124097
11624,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.363,1.32,1.0,1.0,1.0,0.0,4.0,7.0,11.0,20.0,379.0,1.312,0.466,0.871,1.82,9699.255944104321
14803,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.726,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,7.0,22.0,9.0,379.0,1.312,0.466,0.923,1.7160000000000002,9694.18349609741
14801,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.66,0.726,1.0,1.0,0.0,1.0,4.0,7.0,20.0,11.0,379.0,1.312,0.466,0.857,1.8479999999999999,9693.688257090818
14783,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.792,0.528,1.0,1.0,0.0,1.0,4.0,6.0,24.0,8.0,379.0,1.262,0.466,0.9890000000000001,1.65,9692.284402478599
14778,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.627,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,6.0,19.0,13.0,379.0,1.262,0.466,0.8240000000000001,1.98,9691.069115189119
11626,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.42900000000000005,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,7.0,13.0,18.0,379.0,1.312,0.466,0.937,1.6880000000000002,9685.884490926339
11623,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.33,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,7.0,10.0,21.0,379.0,1.312,0.466,0.8380000000000001,1.8860000000000001,9681.42733986701
11559,311,0.466,0.466,0.311,0.0,68.0,0.2,0.29700000000000004,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,4.0,9.0,25.0,379.0,1.162,0.466,0.8050000000000002,2.1500000000000004,9678.993063597
11580,311,0.466,0.466,0.311,0.0,68.0,0.25,0.29700000000000004,1.584,1.0,1.0,1.0,0.0,4.0,5.0,9.0,24.0,379.0,1.212,0.466,0.8050000000000002,2.084,9675.75888496272
14804,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.759,0.528,1.0,1.0,0.0,1.0,4.0,7.0,23.0,8.0,379.0,1.312,0.466,0.956,1.65,9669.916784774401
14800,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.627,0.792,1.0,1.0,0.0,1.0,4.0,7.0,19.0,12.0,379.0,1.312,0.466,0.8240000000000001,1.9140000000000001,9668.92630676122
11601,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.29700000000000004,1.518,1.0,1.0,1.0,0.0,4.0,6.0,9.0,23.0,379.0,1.262,0.466,0.8050000000000002,2.018,9665.17981323444
11645,311,0.466,0.466,0.311,0.0,68.0,0.4,0.363,1.254,1.0,1.0,1.0,0.0,4.0,8.0,11.0,19.0,379.0,1.362,0.466,0.871,1.754,9658.301133508103
15059,311,0.466,0.466,0.0,0.622,85.0,0.2,0.726,0.726,1.0,1.0,0.0,1.0,5.0,4.0,22.0,11.0,396.0,1.162,0.466,0.923,1.8479999999999999,9657.650450317022
14824,311,0.466,0.466,0.0,0.622,68.0,0.4,0.6930000000000001,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,8.0,21.0,9.0,379.0,1.362,0.466,0.8900000000000001,1.7160000000000002,9656.41359282544
11884,311,0.466,0.466,0.311,0.0,85.0,0.2,0.42900000000000005,1.32,1.0,1.0,1.0,0.0,5.0,4.0,13.0,20.0,396.0,1.162,0.466,0.937,1.82,9656.351200745039
14823,311,0.466,0.466,0.0,0.622,68.0,0.4,0.66,0.66,1.0,1.0,0.0,1.0,4.0,8.0,20.0,10.0,379.0,1.362,0.466,0.857,1.782,9656.161411276744
11607,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.495,1.122,1.0,1.0,1.0,0.0,4.0,6.0,15.0,17.0,379.0,1.262,0.466,1.0030000000000001,1.622,9656.009918232
11883,311,0.466,0.466,0.311,0.0,85.0,0.2,0.396,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,4.0,12.0,21.0,396.0,1.162,0.466,0.9040000000000001,1.8860000000000001,9654.937731430464
11627,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.462,1.122,1.0,1.0,1.0,0.0,4.0,7.0,14.0,17.0,379.0,1.312,0.466,0.97,1.622,9654.684433511042
11646,311,0.466,0.466,0.311,0.0,68.0,0.4,0.396,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,8.0,12.0,18.0,379.0,1.362,0.466,0.9040000000000001,1.6880000000000002,9651.492231693312
14733,311,0.466,0.466,0.0,0.622,68.0,0.2,0.5940000000000001,1.056,1.0,1.0,0.0,1.0,4.0,4.0,18.0,16.0,379.0,1.162,0.466,0.7910000000000001,2.178,9650.807637306887
14755,311,0.466,0.466,0.0,0.622,68.0,0.25,0.5940000000000001,0.99,1.0,1.0,0.0,1.0,4.0,5.0,18.0,15.0,379.0,1.212,0.466,0.7910000000000001,2.112,9650.36273709875
15060,311,0.466,0.466,0.0,0.622,85.0,0.2,0.759,0.66,1.0,1.0,0.0,1.0,5.0,4.0,23.0,10.0,396.0,1.162,0.466,0.956,1.782,9650.11194730595
15058,311,0.466,0.466,0.0,0.622,85.0,0.2,0.6930000000000001,0.792,1.0,1.0,0.0,1.0,5.0,4.0,21.0,12.0,396.0,1.162,0.466,0.8900000000000001,1.9140000000000001,9649.640790867761
11644,311,0.466,0.466,0.311,0.0,68.0,0.4,0.33,1.32,1.0,1.0,1.0,0.0,4.0,8.0,10.0,20.0,379.0,1.362,0.466,0.8380000000000001,1.82,9648.466053108961
11622,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.29700000000000004,1.452,1.0,1.0,1.0,0.0,4.0,7.0,9.0,22.0,379.0,1.312,0.466,0.8050000000000002,1.952,9647.255848412162
14777,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.5940000000000001,0.924,1.0,1.0,0.0,1.0,4.0,6.0,18.0,14.0,379.0,1.262,0.466,0.7910000000000001,2.0460000000000003,9642.700681067818
11885,311,0.466,0.466,0.311,0.0,85.0,0.2,0.462,1.254,1.0,1.0,1.0,0.0,5.0,4.0,14.0,19.0,396.0,1.162,0.466,0.97,1.754,9642.216507599278
14825,311,0.466,0.466,0.0,0.622,68.0,0.4,0.726,0.528,1.0,1.0,0.0,1.0,4.0,8.0,22.0,8.0,379.0,1.362,0.466,0.923,1.65,9640.021792160198
14822,311,0.466,0.466,0.0,0.622,68.0,0.4,0.627,0.726,1.0,1.0,0.0,1.0,4.0,8.0,19.0,11.0,379.0,1.362,0.466,0.8240000000000001,1.8479999999999999,9639.265247514111
11882,311,0.466,0.466,0.311,0.0,85.0,0.2,0.363,1.452,1.0,1.0,1.0,0.0,5.0,4.0,11.0,22.0,396.0,1.162,0.466,0.871,1.952,9637.97609965555
14805,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.792,0.462,1.0,1.0,0.0,1.0,4.0,7.0,24.0,7.0,379.0,1.312,0.466,0.9890000000000001,1.584,9629.307186233858
11647,311,0.466,0.466,0.311,0.0,68.0,0.4,0.42900000000000005,1.122,1.0,1.0,1.0,0.0,4.0,8.0,13.0,17.0,379.0,1.362,0.466,0.937,1.622,9628.039347664584
14799,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.5940000000000001,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,7.0,18.0,13.0,379.0,1.312,0.466,0.7910000000000001,1.98,9627.821469214083
15061,311,0.466,0.466,0.0,0.622,85.0,0.2,0.792,0.5940000000000001,1.0,1.0,0.0,1.0,5.0,4.0,24.0,9.0,396.0,1.162,0.466,0.9890000000000001,1.7160000000000002,9627.025281834543
14740,311,0.466,0.466,0.0,0.622,68.0,0.2,0.8250000000000001,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,4.0,25.0,9.0,379.0,1.162,0.466,1.022,1.7160000000000002,9626.712500496
15057,311,0.466,0.466,0.0,0.622,85.0,0.2,0.66,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,4.0,20.0,13.0,396.0,1.162,0.466,0.857,1.98,9626.082968958159
11904,311,0.466,0.466,0.311,0.0,85.0,0.25,0.396,1.32,1.0,1.0,1.0,0.0,5.0,5.0,12.0,20.0,396.0,1.212,0.466,0.9040000000000001,1.82,9624.82180099968
15081,311,0.466,0.466,0.0,0.622,85.0,0.25,0.726,0.66,1.0,1.0,0.0,1.0,5.0,5.0,22.0,10.0,396.0,1.212,0.466,0.923,1.782,9623.024387504815
15080,311,0.466,0.466,0.0,0.622,85.0,0.25,0.6930000000000001,0.726,1.0,1.0,0.0,1.0,5.0,5.0,21.0,11.0,396.0,1.212,0.466,0.8900000000000001,1.8479999999999999,9622.78424724032
11643,311,0.466,0.466,0.311,0.0,68.0,0.4,0.29700000000000004,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,8.0,9.0,21.0,379.0,1.362,0.466,0.8050000000000002,1.8860000000000001,9621.986990495881
11905,311,0.466,0.466,0.311,0.0,85.0,0.25,0.42900000000000005,1.254,1.0,1.0,1.0,0.0,5.0,5.0,13.0,19.0,396.0,1.212,0.466,0.937,1.754,9618.338013858287
11903,311,0.466,0.466,0.311,0.0,85.0,0.25,0.363,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,5.0,11.0,21.0,396.0,1.212,0.466,0.871,1.8860000000000001,9615.456330684334
11579,311,0.466,0.466,0.311,0.0,68.0,0.25,0.264,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,5.0,8.0,25.0,379.0,1.212,0.466,0.772,2.1500000000000004,9611.365123588801
14845,311,0.466,0.466,0.0,0.622,68.0,0.45,0.66,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,9.0,20.0,9.0,379.0,1.412,0.466,0.857,1.7160000000000002,9610.815219647071
11666,311,0.466,0.466,0.311,0.0,68.0,0.45,0.363,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,9.0,11.0,18.0,379.0,1.412,0.466,0.871,1.6880000000000002,9609.399239825088
11558,311,0.466,0.466,0.311,0.0,68.0,0.2,0.264,1.7160000000000002,1.0,1.0,1.0,0.0,4.0,4.0,8.0,26.0,379.0,1.162,0.466,0.772,2.216,9608.111253366911
11665,311,0.466,0.466,0.311,0.0,68.0,0.45,0.33,1.254,1.0,1.0,1.0,0.0,4.0,9.0,10.0,19.0,379.0,1.412,0.466,0.8380000000000001,1.754,9607.858778260514
11600,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.264,1.584,1.0,1.0,1.0,0.0,4.0,6.0,8.0,24.0,379.0,1.262,0.466,0.772,2.084,9607.575195713087
15082,311,0.466,0.466,0.0,0.622,85.0,0.25,0.759,0.5940000000000001,1.0,1.0,0.0,1.0,5.0,5.0,23.0,9.0,396.0,1.212,0.466,0.956,1.7160000000000002,9607.415270312575
14826,311,0.466,0.466,0.0,0.622,68.0,0.4,0.759,0.462,1.0,1.0,0.0,1.0,4.0,8.0,23.0,7.0,379.0,1.362,0.466,0.956,1.584,9606.986009281023
15079,311,0.466,0.466,0.0,0.622,85.0,0.25,0.66,0.792,1.0,1.0,0.0,1.0,5.0,5.0,20.0,12.0,396.0,1.212,0.466,0.857,1.9140000000000001,9606.694849519086
14821,311,0.466,0.466,0.0,0.622,68.0,0.4,0.5940000000000001,0.792,1.0,1.0,0.0,1.0,4.0,8.0,18.0,12.0,379.0,1.362,0.466,0.7910000000000001,1.9140000000000001,9605.725101537544
11881,311,0.466,0.466,0.311,0.0,85.0,0.2,0.33,1.518,1.0,1.0,1.0,0.0,5.0,4.0,10.0,23.0,396.0,1.162,0.466,0.8380000000000001,2.018,9605.466305420303
14846,311,0.466,0.466,0.0,0.622,68.0,0.45,0.6930000000000001,0.528,1.0,1.0,0.0,1.0,4.0,9.0,21.0,8.0,379.0,1.412,0.466,0.8900000000000001,1.65,9602.599424636
14844,311,0.466,0.466,0.0,0.622,68.0,0.45,0.627,0.66,1.0,1.0,0.0,1.0,4.0,9.0,19.0,10.0,379.0,1.412,0.466,0.8240000000000001,1.782,9602.085937447808
11621,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.264,1.518,1.0,1.0,1.0,0.0,4.0,7.0,8.0,23.0,379.0,1.312,0.466,0.772,2.018,9596.741469739778
11906,311,0.466,0.466,0.311,0.0,85.0,0.25,0.462,1.1880000000000002,1.0,1.0,1.0,0.0,5.0,5.0,14.0,18.0,396.0,1.212,0.466,0.97,1.6880000000000002,9596.004969260159
11886,311,0.466,0.466,0.311,0.0,85.0,0.2,0.495,1.1880000000000002,1.0,1.0,1.0,0.0,5.0,4.0,15.0,18.0,396.0,1.162,0.466,1.0030000000000001,1.6880000000000002,9594.458377727999
11667,311,0.466,0.466,0.311,0.0,68.0,0.45,0.396,1.122,1.0,1.0,1.0,0.0,4.0,9.0,12.0,17.0,379.0,1.412,0.466,0.9040000000000001,1.622,9593.99462417933
11902,311,0.466,0.466,0.311,0.0,85.0,0.25,0.33,1.452,1.0,1.0,1.0,0.0,5.0,5.0,10.0,22.0,396.0,1.212,0.466,0.8380000000000001,1.952,9590.241602912254
11628,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.495,1.056,1.0,1.0,1.0,0.0,4.0,7.0,15.0,16.0,379.0,1.312,0.466,1.0030000000000001,1.556,9589.628036736001
11664,311,0.466,0.466,0.311,0.0,68.0,0.45,0.29700000000000004,1.32,1.0,1.0,1.0,0.0,4.0,9.0,9.0,20.0,379.0,1.412,0.466,0.8050000000000002,1.82,9589.373239485602
11648,311,0.466,0.466,0.311,0.0,68.0,0.4,0.462,1.056,1.0,1.0,1.0,0.0,4.0,8.0,14.0,16.0,379.0,1.362,0.466,0.97,1.556,9587.942481421918
15102,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.6930000000000001,0.66,1.0,1.0,0.0,1.0,5.0,6.0,21.0,10.0,396.0,1.262,0.466,0.8900000000000001,1.782,9587.80726280088
15056,311,0.466,0.466,0.0,0.622,85.0,0.2,0.627,0.924,1.0,1.0,0.0,1.0,5.0,4.0,19.0,14.0,396.0,1.162,0.466,0.8240000000000001,2.0460000000000003,9586.976984588224
11925,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.396,1.254,1.0,1.0,1.0,0.0,5.0,6.0,12.0,19.0,396.0,1.262,0.466,0.9040000000000001,1.754,9586.457692485694
11924,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.363,1.32,1.0,1.0,1.0,0.0,5.0,6.0,11.0,20.0,396.0,1.262,0.466,0.871,1.82,9584.98947862632
15103,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.726,0.5940000000000001,1.0,1.0,0.0,1.0,5.0,6.0,22.0,9.0,396.0,1.262,0.466,0.923,1.7160000000000002,9579.976788884207
15101,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.66,0.726,1.0,1.0,0.0,1.0,5.0,6.0,20.0,11.0,396.0,1.262,0.466,0.857,1.8479999999999999,9579.487384264416
14754,311,0.466,0.466,0.0,0.622,68.0,0.25,0.561,1.056,1.0,1.0,0.0,1.0,4.0,5.0,17.0,16.0,379.0,1.212,0.466,0.758,2.178,9579.291104174941
11642,311,0.466,0.466,0.311,0.0,68.0,0.4,0.264,1.452,1.0,1.0,1.0,0.0,4.0,8.0,8.0,22.0,379.0,1.362,0.466,0.772,1.952,9578.863945668863
14776,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.561,0.99,1.0,1.0,0.0,1.0,4.0,6.0,17.0,15.0,379.0,1.262,0.466,0.758,2.112,9578.290454725375
14847,311,0.466,0.466,0.0,0.622,68.0,0.45,0.726,0.462,1.0,1.0,0.0,1.0,4.0,9.0,22.0,7.0,379.0,1.412,0.466,0.923,1.584,9577.438552414593
14843,311,0.466,0.466,0.0,0.622,68.0,0.45,0.5940000000000001,0.726,1.0,1.0,0.0,1.0,4.0,9.0,18.0,11.0,379.0,1.412,0.466,0.7910000000000001,1.8479999999999999,9576.411578038209
15083,311,0.466,0.466,0.0,0.622,85.0,0.25,0.792,0.528,1.0,1.0,0.0,1.0,5.0,5.0,24.0,8.0,396.0,1.212,0.466,0.9890000000000001,1.65,9575.9568956636
14762,311,0.466,0.466,0.0,0.622,68.0,0.25,0.8250000000000001,0.528,1.0,1.0,0.0,1.0,4.0,5.0,25.0,8.0,379.0,1.212,0.466,1.022,1.65,9575.952168399997
15078,311,0.466,0.466,0.0,0.622,85.0,0.25,0.627,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,5.0,19.0,13.0,396.0,1.212,0.466,0.8240000000000001,1.98,9574.756194341118
14732,311,0.466,0.466,0.0,0.622,68.0,0.2,0.561,1.122,1.0,1.0,0.0,1.0,4.0,4.0,17.0,17.0,379.0,1.162,0.466,0.758,2.244,9573.37569279811
11926,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.42900000000000005,1.1880000000000002,1.0,1.0,1.0,0.0,5.0,6.0,13.0,18.0,396.0,1.262,0.466,0.937,1.6880000000000002,9571.775553891935
14798,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.561,0.924,1.0,1.0,0.0,1.0,4.0,7.0,17.0,14.0,379.0,1.312,0.466,0.758,2.0460000000000003,9570.37374444941
11923,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.33,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,6.0,10.0,21.0,396.0,1.262,0.466,0.8380000000000001,1.8860000000000001,9567.370912313807
11668,311,0.466,0.466,0.311,0.0,68.0,0.45,0.42900000000000005,1.056,1.0,1.0,1.0,0.0,4.0,9.0,13.0,16.0,379.0,1.412,0.466,0.937,1.556,9561.644931323232
11686,311,0.466,0.466,0.311,0.0,68.0,0.5,0.33,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,10.0,10.0,18.0,379.0,1.462,0.466,0.8380000000000001,1.6880000000000002,9559.605515321664
14866,311,0.466,0.466,0.0,0.622,68.0,0.5,0.66,0.528,1.0,1.0,0.0,1.0,4.0,10.0,20.0,8.0,379.0,1.462,0.466,0.857,1.65,9557.649682201798
11880,311,0.466,0.466,0.311,0.0,85.0,0.2,0.29700000000000004,1.584,1.0,1.0,1.0,0.0,5.0,4.0,9.0,24.0,396.0,1.162,0.466,0.8050000000000002,2.084,9557.408348724719
14865,311,0.466,0.466,0.0,0.622,68.0,0.5,0.627,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,10.0,19.0,9.0,379.0,1.462,0.466,0.8240000000000001,1.7160000000000002,9557.388376562303
14827,311,0.466,0.466,0.0,0.622,68.0,0.4,0.792,0.396,1.0,1.0,0.0,1.0,4.0,8.0,24.0,6.0,379.0,1.362,0.466,0.9890000000000001,1.518,9557.306244187912
15104,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.759,0.528,1.0,1.0,0.0,1.0,5.0,6.0,23.0,8.0,396.0,1.262,0.466,0.956,1.65,9555.995962514398
14820,311,0.466,0.466,0.0,0.622,68.0,0.4,0.561,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,8.0,17.0,13.0,379.0,1.362,0.466,0.758,1.98,9555.54097334704
15100,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.627,0.792,1.0,1.0,0.0,1.0,5.0,6.0,19.0,12.0,396.0,1.262,0.466,0.8240000000000001,1.9140000000000001,9555.017153274815
11663,311,0.466,0.466,0.311,0.0,68.0,0.45,0.264,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,9.0,8.0,21.0,379.0,1.412,0.466,0.772,1.8860000000000001,9553.942623500352
