,主_数值攻击力,主_百分比攻击力,主_元素伤害,主_暴击率,主_暴击伤害,副_数值攻击力,副_百分比攻击力,副_暴击率,副_暴击伤害,主_百分比攻击力_次数,主_元素伤害_次数,主_暴击率_次数,主_暴击伤害_次数,副_数值攻击力_次数,副_百分比攻击力_次数,副_暴击率_次数,副_暴击伤害_次数,总_数值攻击力,总_百分比攻击力,总_元素伤害,总_暴击率,总_暴击伤害,总_额外增伤,期望伤害,总攻击力倍数,暴击率推导的总攻击力倍数
14756,311,0.466,0.466,0.0,0.622,68.0,0.25,0.627,0.924,1.0,1.0,0.0,1.0,4.0,5.0,19.0,14.0,379.0,0.716,0.466,0.9530000000000001,2.0460000000000003,0.886,9001.305206289539,2.240930747922438,2.2460416369359915
11623,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.33,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,7.0,10.0,21.0,379.0,0.8160000000000001,0.466,0.9670000000000001,1.8860000000000001,0.886,9001.099066580065,2.340930747922438,2.2557758841778695
11601,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.29700000000000004,1.518,1.0,1.0,1.0,0.0,4.0,6.0,9.0,23.0,379.0,0.766,0.466,0.9340000000000002,2.018,0.886,8999.292403810465,2.2909307479224377,2.233384496788009
11622,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.29700000000000004,1.452,1.0,1.0,1.0,0.0,4.0,7.0,9.0,22.0,379.0,0.8160000000000001,0.466,0.9340000000000002,1.952,0.886,8999.205616336898,2.340930747922438,2.233384496788009
14801,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.66,0.726,1.0,1.0,0.0,1.0,4.0,7.0,20.0,11.0,379.0,0.8160000000000001,0.466,0.9860000000000001,1.8479999999999999,0.886,8995.890484598018,2.340930747922438,2.26951107505071
11560,311,0.466,0.466,0.311,0.0,68.0,0.2,0.33,1.584,1.0,1.0,1.0,0.0,4.0,4.0,10.0,24.0,379.0,0.666,0.466,0.9670000000000001,2.084,0.886,8995.549418094817,2.1909307479224376,2.2557758841778695
14799,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.5940000000000001,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,7.0,18.0,13.0,379.0,0.8160000000000001,0.466,0.9200000000000002,1.98,0.886,8994.2074177152,2.340930747922438,2.2244869565217393
14777,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.5940000000000001,0.924,1.0,1.0,0.0,1.0,4.0,6.0,18.0,14.0,379.0,0.766,0.466,0.9200000000000002,2.0460000000000003,0.886,8991.518504967044,2.2909307479224377,2.2244869565217393
11580,311,0.466,0.466,0.311,0.0,68.0,0.25,0.29700000000000004,1.584,1.0,1.0,1.0,0.0,4.0,5.0,9.0,24.0,379.0,0.716,0.466,0.9340000000000002,2.084,0.886,8990.985177119233,2.240930747922438,2.233384496788009
11643,311,0.466,0.466,0.311,0.0,68.0,0.4,0.29700000000000004,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,8.0,9.0,21.0,379.0,0.8660000000000001,0.466,0.9340000000000002,1.8860000000000001,0.886,8990.724814698531,2.3909307479224378,2.233384496788009
14822,311,0.466,0.466,0.0,0.622,68.0,0.4,0.627,0.726,1.0,1.0,0.0,1.0,4.0,8.0,19.0,11.0,379.0,0.8660000000000001,0.466,0.9530000000000001,1.8479999999999999,0.886,8989.487644415169,2.3909307479224378,2.2460416369359915
11624,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.363,1.32,1.0,1.0,1.0,0.0,4.0,7.0,11.0,20.0,379.0,0.8160000000000001,0.466,1.0,1.82,0.886,8989.107215040001,2.340930747922438,2.2800000000000002
14821,311,0.466,0.466,0.0,0.622,68.0,0.4,0.5940000000000001,0.792,1.0,1.0,0.0,1.0,4.0,8.0,18.0,12.0,379.0,0.8660000000000001,0.466,0.9200000000000002,1.9140000000000001,0.886,8988.628136639361,2.3909307479224378,2.2244869565217393
14734,311,0.466,0.466,0.0,0.622,68.0,0.2,0.627,0.99,1.0,1.0,0.0,1.0,4.0,4.0,19.0,15.0,379.0,0.666,0.466,0.9530000000000001,2.112,0.886,8988.114852897792,2.1909307479224376,2.2460416369359915
11644,311,0.466,0.466,0.311,0.0,68.0,0.4,0.33,1.32,1.0,1.0,1.0,0.0,4.0,8.0,10.0,20.0,379.0,0.8660000000000001,0.466,0.9670000000000001,1.82,0.886,8985.567768043682,2.3909307479224378,2.2557758841778695
11621,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.264,1.518,1.0,1.0,1.0,0.0,4.0,7.0,8.0,23.0,379.0,0.8160000000000001,0.466,0.901,2.018,0.886,8983.426864310497,2.340930747922438,2.2130272142064373
11642,311,0.466,0.466,0.311,0.0,68.0,0.4,0.264,1.452,1.0,1.0,1.0,0.0,4.0,8.0,8.0,22.0,379.0,0.8660000000000001,0.466,0.901,1.952,0.886,8981.699983052546,2.3909307479224378,2.2130272142064373
14755,311,0.466,0.466,0.0,0.622,68.0,0.25,0.5940000000000001,0.99,1.0,1.0,0.0,1.0,4.0,5.0,18.0,15.0,379.0,0.716,0.466,0.9200000000000002,2.112,0.886,8980.56139839488,2.240930747922438,2.2244869565217393
11600,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.264,1.584,1.0,1.0,1.0,0.0,4.0,6.0,8.0,24.0,379.0,0.766,0.466,0.901,2.084,0.886,8977.05630792125,2.2909307479224377,2.2130272142064373
14823,311,0.466,0.466,0.0,0.622,68.0,0.4,0.66,0.66,1.0,1.0,0.0,1.0,4.0,8.0,20.0,10.0,379.0,0.8660000000000001,0.466,0.9860000000000001,1.782,0.886,8976.165273890147,2.3909307479224378,2.26951107505071
14843,311,0.466,0.466,0.0,0.622,68.0,0.45,0.5940000000000001,0.726,1.0,1.0,0.0,1.0,4.0,9.0,18.0,11.0,379.0,0.916,0.466,0.9200000000000002,1.8479999999999999,0.886,8974.780661739522,2.4409307479224376,2.2244869565217393
11559,311,0.466,0.466,0.311,0.0,68.0,0.2,0.29700000000000004,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,4.0,9.0,25.0,379.0,0.666,0.466,0.9340000000000002,2.1500000000000004,0.886,8974.283936263202,2.1909307479224376,2.233384496788009
11664,311,0.466,0.466,0.311,0.0,68.0,0.45,0.29700000000000004,1.32,1.0,1.0,1.0,0.0,4.0,9.0,9.0,20.0,379.0,0.916,0.466,0.9340000000000002,1.82,0.886,8973.84999889536,2.4409307479224376,2.233384496788009
14820,311,0.466,0.466,0.0,0.622,68.0,0.4,0.561,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,8.0,17.0,13.0,379.0,0.8660000000000001,0.466,0.8870000000000001,1.98,0.886,8973.586750562721,2.3909307479224378,2.2050607440811727
14798,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.561,0.924,1.0,1.0,0.0,1.0,4.0,7.0,17.0,14.0,379.0,0.8160000000000001,0.466,0.8870000000000001,2.0460000000000003,0.886,8972.537931598945,2.340930747922438,2.2050607440811727
11663,311,0.466,0.466,0.311,0.0,68.0,0.45,0.264,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,9.0,8.0,21.0,379.0,0.916,0.466,0.901,1.8860000000000001,0.886,8971.875664147392,2.4409307479224376,2.2130272142064373
14844,311,0.466,0.466,0.0,0.622,68.0,0.45,0.627,0.66,1.0,1.0,0.0,1.0,4.0,9.0,19.0,10.0,379.0,0.916,0.466,0.9530000000000001,1.782,0.886,8968.418916440512,2.4409307479224376,2.2460416369359915
14842,311,0.466,0.466,0.0,0.622,68.0,0.45,0.561,0.792,1.0,1.0,0.0,1.0,4.0,9.0,17.0,12.0,379.0,0.916,0.466,0.8870000000000001,1.9140000000000001,0.886,8966.663952220097,2.4409307479224376,2.2050607440811727
11645,311,0.466,0.466,0.311,0.0,68.0,0.4,0.363,1.254,1.0,1.0,1.0,0.0,4.0,8.0,11.0,19.0,379.0,0.8660000000000001,0.466,1.0,1.754,0.886,8966.228843088002,2.3909307479224378,2.2800000000000002
14776,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.561,0.99,1.0,1.0,0.0,1.0,4.0,6.0,17.0,15.0,379.0,0.766,0.466,0.8870000000000001,2.112,0.886,8963.51749532877,2.2909307479224377,2.2050607440811727
11579,311,0.466,0.466,0.311,0.0,68.0,0.25,0.264,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,5.0,8.0,25.0,379.0,0.716,0.466,0.901,2.1500000000000004,0.886,8962.588313884802,2.240930747922438,2.2130272142064373
11665,311,0.466,0.466,0.311,0.0,68.0,0.45,0.33,1.254,1.0,1.0,1.0,0.0,4.0,9.0,10.0,19.0,379.0,0.916,0.466,0.9670000000000001,1.754,0.886,8961.345878824897,2.4409307479224376,2.2557758841778695
14733,311,0.466,0.466,0.0,0.622,68.0,0.2,0.5940000000000001,1.056,1.0,1.0,0.0,1.0,4.0,4.0,18.0,16.0,379.0,0.666,0.466,0.9200000000000002,2.178,0.886,8961.336097998721,2.1909307479224376,2.2244869565217393
11641,311,0.466,0.466,0.311,0.0,68.0,0.4,0.231,1.518,1.0,1.0,1.0,0.0,4.0,8.0,7.0,23.0,379.0,0.8660000000000001,0.466,0.8680000000000001,2.018,0.886,8958.493273105729,2.3909307479224378,2.1949360368663595
11662,311,0.466,0.466,0.311,0.0,68.0,0.45,0.231,1.452,1.0,1.0,1.0,0.0,4.0,9.0,7.0,22.0,379.0,0.916,0.466,0.8680000000000001,1.952,0.886,8955.422874580992,2.4409307479224376,2.1949360368663595
11684,311,0.466,0.466,0.311,0.0,68.0,0.5,0.264,1.32,1.0,1.0,1.0,0.0,4.0,10.0,8.0,20.0,379.0,0.966,0.466,0.901,1.82,0.886,8953.953907595042,2.490930747922438,2.2130272142064373
11620,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.231,1.584,1.0,1.0,1.0,0.0,4.0,7.0,7.0,24.0,379.0,0.8160000000000001,0.466,0.8680000000000001,2.084,0.886,8953.762810500866,2.340930747922438,2.1949360368663595
14864,311,0.466,0.466,0.0,0.622,68.0,0.5,0.5940000000000001,0.66,1.0,1.0,0.0,1.0,4.0,10.0,18.0,10.0,379.0,0.966,0.466,0.9200000000000002,1.782,0.886,8952.664993015682,2.490930747922438,2.2244869565217393
14863,311,0.466,0.466,0.0,0.622,68.0,0.5,0.561,0.726,1.0,1.0,0.0,1.0,4.0,10.0,17.0,11.0,379.0,0.966,0.466,0.8870000000000001,1.8479999999999999,0.886,8951.769536571073,2.490930747922438,2.2050607440811727
11685,311,0.466,0.466,0.311,0.0,68.0,0.5,0.29700000000000004,1.254,1.0,1.0,1.0,0.0,4.0,10.0,9.0,19.0,379.0,0.966,0.466,0.9340000000000002,1.754,0.886,8948.581168927392,2.490930747922438,2.233384496788009
14845,311,0.466,0.466,0.0,0.622,68.0,0.45,0.66,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,9.0,20.0,9.0,379.0,0.916,0.466,0.9860000000000001,1.7160000000000002,0.886,8947.578716323074,2.4409307479224376,2.26951107505071
14754,311,0.466,0.466,0.0,0.622,68.0,0.25,0.561,1.056,1.0,1.0,0.0,1.0,4.0,5.0,17.0,16.0,379.0,0.716,0.466,0.8870000000000001,2.178,0.886,8946.525441752194,2.240930747922438,2.2050607440811727
11683,311,0.466,0.466,0.311,0.0,68.0,0.5,0.231,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,10.0,7.0,21.0,379.0,0.966,0.466,0.8680000000000001,1.8860000000000001,0.886,8944.551614926657,2.490930747922438,2.1949360368663595
14819,311,0.466,0.466,0.0,0.622,68.0,0.4,0.528,0.924,1.0,1.0,0.0,1.0,4.0,8.0,16.0,14.0,379.0,0.8660000000000001,0.466,0.8540000000000001,2.0460000000000003,0.886,8944.363486185252,2.3909307479224378,2.188009742388759
14841,311,0.466,0.466,0.0,0.622,68.0,0.45,0.528,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,9.0,16.0,13.0,379.0,0.916,0.466,0.8540000000000001,1.98,0.886,8944.068787882241,2.4409307479224376,2.188009742388759
11599,311,0.466,0.466,0.311,0.0,68.0,0.30000000000000004,0.231,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,6.0,7.0,25.0,379.0,0.766,0.466,0.8680000000000001,2.1500000000000004,0.886,8941.231486766403,2.2909307479224377,2.1949360368663595
11558,311,0.466,0.466,0.311,0.0,68.0,0.2,0.264,1.7160000000000002,1.0,1.0,1.0,0.0,4.0,4.0,8.0,26.0,379.0,0.666,0.466,0.901,2.216,0.886,8940.022882201152,2.1909307479224376,2.2130272142064373
14865,311,0.466,0.466,0.0,0.622,68.0,0.5,0.627,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,10.0,19.0,9.0,379.0,0.966,0.466,0.9530000000000001,1.7160000000000002,0.886,8938.785418124258,2.490930747922438,2.2460416369359915
14797,311,0.466,0.466,0.0,0.622,68.0,0.35000000000000003,0.528,0.99,1.0,1.0,0.0,1.0,4.0,7.0,16.0,15.0,379.0,0.8160000000000001,0.466,0.8540000000000001,2.112,0.886,8936.983143699457,2.340930747922438,2.188009742388759
14862,311,0.466,0.466,0.0,0.622,68.0,0.5,0.528,0.792,1.0,1.0,0.0,1.0,4.0,10.0,16.0,12.0,379.0,0.966,0.466,0.8540000000000001,1.9140000000000001,0.886,8936.099048790435,2.490930747922438,2.188009742388759
11666,311,0.466,0.466,0.311,0.0,68.0,0.45,0.363,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,9.0,11.0,18.0,379.0,0.916,0.466,1.0,1.6880000000000002,0.886,8934.363303936001,2.4409307479224376,2.2800000000000002
14883,311,0.466,0.466,0.0,0.622,68.0,0.55,0.561,0.66,1.0,1.0,0.0,1.0,4.0,11.0,17.0,10.0,379.0,1.016,0.466,0.8870000000000001,1.782,0.886,8928.90350361565,2.5409307479224377,2.2050607440811727
11686,311,0.466,0.466,0.311,0.0,68.0,0.5,0.33,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,10.0,10.0,18.0,379.0,0.966,0.466,0.9670000000000001,1.6880000000000002,0.886,8928.433398923713,2.490930747922438,2.2557758841778695
11704,311,0.466,0.466,0.311,0.0,68.0,0.55,0.264,1.254,1.0,1.0,1.0,0.0,4.0,11.0,8.0,19.0,379.0,1.016,0.466,0.901,1.754,0.886,8927.934713395487,2.5409307479224377,2.2130272142064373
11703,311,0.466,0.466,0.311,0.0,68.0,0.55,0.231,1.32,1.0,1.0,1.0,0.0,4.0,11.0,7.0,20.0,379.0,1.016,0.466,0.8680000000000001,1.82,0.886,8925.87949414272,2.5409307479224377,2.1949360368663595
11661,311,0.466,0.466,0.311,0.0,68.0,0.45,0.198,1.518,1.0,1.0,1.0,0.0,4.0,9.0,6.0,23.0,379.0,0.916,0.466,0.8350000000000001,2.018,0.886,8924.491630196162,2.4409307479224376,2.179379640718563
14884,311,0.466,0.466,0.0,0.622,68.0,0.55,0.5940000000000001,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,11.0,18.0,9.0,379.0,1.016,0.466,0.9200000000000002,1.7160000000000002,0.886,8922.281130467842,2.5409307479224377,2.2244869565217393
14775,311,0.466,0.466,0.0,0.622,68.0,0.30000000000000004,0.528,1.056,1.0,1.0,0.0,1.0,4.0,6.0,16.0,16.0,379.0,0.766,0.466,0.8540000000000001,2.178,0.886,8921.927760424865,2.2909307479224377,2.188009742388759
14732,311,0.466,0.466,0.0,0.622,68.0,0.2,0.561,1.122,1.0,1.0,0.0,1.0,4.0,4.0,17.0,17.0,379.0,0.666,0.466,0.8870000000000001,2.244,0.886,8921.561770869217,2.1909307479224376,2.2050607440811727
11640,311,0.466,0.466,0.311,0.0,68.0,0.4,0.198,1.584,1.0,1.0,1.0,0.0,4.0,8.0,6.0,24.0,379.0,0.8660000000000001,0.466,0.8350000000000001,2.084,0.886,8921.104684858083,2.3909307479224378,2.179379640718563
11578,311,0.466,0.466,0.311,0.0,68.0,0.25,0.231,1.7160000000000002,1.0,1.0,1.0,0.0,4.0,5.0,7.0,26.0,379.0,0.716,0.466,0.8680000000000001,2.216,0.886,8920.899301902336,2.240930747922438,2.1949360368663595
14882,311,0.466,0.466,0.0,0.622,68.0,0.55,0.528,0.726,1.0,1.0,0.0,1.0,4.0,11.0,16.0,11.0,379.0,1.016,0.466,0.8540000000000001,1.8479999999999999,0.886,8920.454268909823,2.5409307479224377,2.188009742388759
11682,311,0.466,0.466,0.311,0.0,68.0,0.5,0.198,1.452,1.0,1.0,1.0,0.0,4.0,10.0,6.0,22.0,379.0,0.966,0.466,0.8350000000000001,1.952,0.886,8920.374290922242,2.490930747922438,2.179379640718563
11705,311,0.466,0.466,0.311,0.0,68.0,0.55,0.29700000000000004,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,11.0,9.0,18.0,379.0,1.016,0.466,0.9340000000000002,1.6880000000000002,0.886,8914.918324794626,2.5409307479224377,2.233384496788009
11619,311,0.466,0.466,0.311,0.0,68.0,0.35000000000000003,0.198,1.6500000000000001,1.0,1.0,1.0,0.0,4.0,7.0,6.0,25.0,379.0,0.8160000000000001,0.466,0.8350000000000001,2.1500000000000004,0.886,8910.213454908002,2.340930747922438,2.179379640718563
14866,311,0.466,0.466,0.0,0.622,68.0,0.5,0.66,0.528,1.0,1.0,0.0,1.0,4.0,10.0,20.0,8.0,379.0,0.966,0.466,0.9860000000000001,1.65,0.886,8910.1308118968,2.490930747922438,2.26951107505071
11702,311,0.466,0.466,0.311,0.0,68.0,0.55,0.198,1.3860000000000001,1.0,1.0,1.0,0.0,4.0,11.0,6.0,21.0,379.0,1.016,0.466,0.8350000000000001,1.8860000000000001,0.886,8908.75266703632,2.5409307479224377,2.179379640718563
14840,311,0.466,0.466,0.0,0.622,68.0,0.45,0.495,0.924,1.0,1.0,0.0,1.0,4.0,9.0,15.0,14.0,379.0,0.916,0.466,0.8210000000000001,2.0460000000000003,0.886,8906.995168725953,2.4409307479224376,2.173620365408039
14861,311,0.466,0.466,0.0,0.622,68.0,0.5,0.495,0.8580000000000001,1.0,1.0,0.0,1.0,4.0,10.0,15.0,13.0,379.0,0.966,0.466,0.8210000000000001,1.98,0.886,8905.653529673762,2.490930747922438,2.173620365408039
11902,311,0.466,0.466,0.311,0.0,85.0,0.25,0.33,1.452,1.0,1.0,1.0,0.0,5.0,5.0,10.0,22.0,396.0,0.716,0.466,0.9670000000000001,1.952,0.886,8903.92149103565,2.2644764542936286,2.2557758841778695
15079,311,0.466,0.466,0.0,0.622,85.0,0.25,0.66,0.792,1.0,1.0,0.0,1.0,5.0,5.0,20.0,12.0,396.0,0.716,0.466,0.9860000000000001,1.9140000000000001,0.886,8902.749753636292,2.2644764542936286,2.26951107505071
15057,311,0.466,0.466,0.0,0.622,85.0,0.2,0.66,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,4.0,20.0,13.0,396.0,0.666,0.466,0.9860000000000001,1.98,0.886,8902.40806390816,2.214476454293629,2.26951107505071
15078,311,0.466,0.466,0.0,0.622,85.0,0.25,0.627,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,5.0,19.0,13.0,396.0,0.716,0.466,0.9530000000000001,1.98,0.886,8901.935704495681,2.2644764542936286,2.2460416369359915
11882,311,0.466,0.466,0.311,0.0,85.0,0.2,0.363,1.452,1.0,1.0,1.0,0.0,5.0,4.0,11.0,22.0,396.0,0.666,0.466,1.0,1.952,0.886,8901.563742143999,2.214476454293629,2.2800000000000002
14818,311,0.466,0.466,0.0,0.622,68.0,0.4,0.495,0.99,1.0,1.0,0.0,1.0,4.0,8.0,15.0,15.0,379.0,0.8660000000000001,0.466,0.8210000000000001,2.112,0.886,8900.958343506947,2.3909307479224378,2.173620365408039
14885,311,0.466,0.466,0.0,0.622,68.0,0.55,0.627,0.528,1.0,1.0,0.0,1.0,4.0,11.0,19.0,8.0,379.0,1.016,0.466,0.9530000000000001,1.65,0.886,8900.587149466399,2.5409307479224377,2.2460416369359915
15100,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.627,0.792,1.0,1.0,0.0,1.0,5.0,6.0,19.0,12.0,396.0,0.766,0.466,0.9530000000000001,1.9140000000000001,0.886,8900.262266699025,2.3144764542936285,2.2460416369359915
11881,311,0.466,0.466,0.311,0.0,85.0,0.2,0.33,1.518,1.0,1.0,1.0,0.0,5.0,4.0,10.0,23.0,396.0,0.666,0.466,0.9670000000000001,2.018,0.886,8899.77257383003,2.214476454293629,2.2557758841778695
11722,311,0.466,0.466,0.311,0.0,68.0,0.6000000000000001,0.231,1.254,1.0,1.0,1.0,0.0,4.0,12.0,7.0,19.0,379.0,1.066,0.466,0.8680000000000001,1.754,0.886,8899.406512229187,2.5909307479224375,2.1949360368663595
11923,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.33,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,6.0,10.0,21.0,396.0,0.766,0.466,0.9670000000000001,1.8860000000000001,0.886,8899.379817558865,2.3144764542936285,2.2557758841778695
14753,311,0.466,0.466,0.0,0.622,68.0,0.25,0.528,1.122,1.0,1.0,0.0,1.0,4.0,5.0,16.0,17.0,379.0,0.716,0.466,0.8540000000000001,2.244,0.886,8899.197336361474,2.240930747922438,2.188009742388759
11903,311,0.466,0.466,0.311,0.0,85.0,0.25,0.363,1.3860000000000001,1.0,1.0,1.0,0.0,5.0,5.0,11.0,21.0,396.0,0.716,0.466,1.0,1.8860000000000001,0.886,8899.037196192001,2.2644764542936286,2.2800000000000002
14902,311,0.466,0.466,0.0,0.622,68.0,0.6000000000000001,0.561,0.5940000000000001,1.0,1.0,0.0,1.0,4.0,12.0,17.0,9.0,379.0,1.066,0.466,0.8870000000000001,1.7160000000000002,0.886,8898.065853353826,2.5909307479224375,2.2050607440811727
11922,311,0.466,0.466,0.311,0.0,85.0,0.30000000000000004,0.29700000000000004,1.452,1.0,1.0,1.0,0.0,5.0,6.0,9.0,22.0,396.0,0.766,0.466,0.9340000000000002,1.952,0.886,8897.507764740098,2.3144764542936285,2.233384496788009
14901,311,0.466,0.466,0.0,0.622,68.0,0.6000000000000001,0.528,0.66,1.0,1.0,0.0,1.0,4.0,12.0,16.0,10.0,379.0,1.066,0.466,0.8540000000000001,1.782,0.886,8897.134448240417,2.5909307479224375,2.188009742388759
14881,311,0.466,0.466,0.0,0.622,68.0,0.55,0.495,0.792,1.0,1.0,0.0,1.0,4.0,11.0,15.0,12.0,379.0,1.016,0.466,0.8210000000000001,1.9140000000000001,0.886,8896.933426350368,2.5409307479224377,2.173620365408039
11901,311,0.466,0.466,0.311,0.0,85.0,0.25,0.29700000000000004,1.518,1.0,1.0,1.0,0.0,5.0,5.0,9.0,23.0,396.0,0.716,0.466,0.9340000000000002,2.018,0.886,8895.373975059265,2.2644764542936286,2.233384496788009
15056,311,0.466,0.466,0.0,0.622,85.0,0.2,0.627,0.924,1.0,1.0,0.0,1.0,5.0,4.0,19.0,14.0,396.0,0.666,0.466,0.9530000000000001,2.0460000000000003,0.886,8895.044371950737,2.214476454293629,2.2460416369359915
15101,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.66,0.726,1.0,1.0,0.0,1.0,5.0,6.0,20.0,11.0,396.0,0.766,0.466,0.9860000000000001,1.8479999999999999,0.886,8894.230096505216,2.3144764542936285,2.26951107505071
11723,311,0.466,0.466,0.311,0.0,68.0,0.6000000000000001,0.264,1.1880000000000002,1.0,1.0,1.0,0.0,4.0,12.0,8.0,18.0,379.0,1.066,0.466,0.901,1.6880000000000002,0.886,8893.818081548738,2.5909307479224375,2.2130272142064373
11687,311,0.466,0.466,0.311,0.0,68.0,0.5,0.363,1.122,1.0,1.0,1.0,0.0,4.0,10.0,11.0,17.0,379.0,0.966,0.466,1.0,1.622,0.886,8893.510597584,2.490930747922438,2.2800000000000002
11557,311,0.466,0.466,0.311,0.0,68.0,0.2,0.231,1.782,1.0,1.0,1.0,0.0,4.0,4.0,7.0,27.0,379.0,0.666,0.466,0.8680000000000001,2.282,0.886,8892.766255908673,2.1909307479224376,2.1949360368663595
15099,311,0.466,0.466,0.0,0.622,85.0,0.30000000000000004,0.5940000000000001,0.8580000000000001,1.0,1.0,0.0,1.0,5.0,6.0,18.0,13.0,396.0,0.766,0.466,0.9200000000000002,1.98,0.886,8892.5660495552,2.3144764542936285,2.2244869565217393
14758,311,0.466,0.466,0.0,0.622,68.0,0.25,0.6930000000000001,0.792,1.0,1.0,0.0,1.0,4.0,5.0,21.0,12.0,379.0,0.716,0.466,1.0190000000000001,1.9140000000000001,0.886,8891.947073408,2.240930747922438,2.2947092443572132
